,dif_min,atraso_15,temporada_alta,periodo_dia
10116,25,1,0,5:00 a 11:59
10117,-1,0,1,5:00 a 11:59
10118,3,0,1,19:00 a 4:59
10119,18,1,1,5:00 a 11:59
10120,37,1,1,5:00 a 11:59
10121,4,0,1,19:00 a 4:59
10122,6,0,1,5:00 a 11:59
10123,26,1,1,5:00 a 11:59
10124,5,0,1,5:00 a 11:59
10125,13,0,1,5:00 a 11:59
10126,14,0,1,5:00 a 11:59
10127,-1,0,0,12:00 a 18:59
10128,4,0,0,12:00 a 18:59
10129,47,1,0,5:00 a 11:59
10130,4,0,0,5:00 a 11:59
10131,11,0,0,5:00 a 11:59
10132,9,0,0,5:00 a 11:59
10133,14,0,0,12:00 a 18:59
10134,3,0,1,5:00 a 11:59
10135,0,0,1,5:00 a 11:59
10136,1,0,1,5:00 a 11:59
10137,-1,0,1,12:00 a 18:59
10138,11,0,1,5:00 a 11:59
10139,0,0,1,5:00 a 11:59
10140,2,0,1,5:00 a 11:59
10141,5,0,1,5:00 a 11:59
10142,-2,0,1,12:00 a 18:59
10143,14,0,1,5:00 a 11:59
10144,3,0,1,19:00 a 4:59
10145,5,0,1,19:00 a 4:59
10146,-4,0,0,19:00 a 4:59
10147,11,0,0,19:00 a 4:59
10148,9,0,0,19:00 a 4:59
10149,3,0,1,19:00 a 4:59
10150,4,0,1,19:00 a 4:59
10151,5,0,1,19:00 a 4:59
10152,8,0,1,19:00 a 4:59
10153,-1,0,1,19:00 a 4:59
10154,0,0,1,19:00 a 4:59
10155,-1,0,1,19:00 a 4:59
10156,8,0,0,19:00 a 4:59
10157,1,0,0,19:00 a 4:59
10158,-2,0,0,19:00 a 4:59
10159,-3,0,1,19:00 a 4:59
10160,5,0,1,19:00 a 4:59
10161,-1,0,1,19:00 a 4:59
10162,54,1,1,19:00 a 4:59
10163,-1,0,1,5:00 a 11:59
10164,6,0,1,5:00 a 11:59
10165,18,1,1,5:00 a 11:59
10166,4,0,0,5:00 a 11:59
10167,11,0,0,5:00 a 11:59
10168,1,0,0,5:00 a 11:59
10169,5,0,0,5:00 a 11:59
10170,-1,0,0,5:00 a 11:59
10171,-1,0,0,5:00 a 11:59
10172,9,0,0,5:00 a 11:59
10173,0,0,0,5:00 a 11:59
10174,2,0,0,5:00 a 11:59
10175,1,0,1,5:00 a 11:59
10176,-3,0,1,5:00 a 11:59
10177,28,1,1,5:00 a 11:59
10178,-2,0,1,5:00 a 11:59
10179,12,0,1,5:00 a 11:59
10180,7,0,1,5:00 a 11:59
10181,8,0,1,5:00 a 11:59
10182,0,0,1,5:00 a 11:59
10183,-1,0,1,5:00 a 11:59
10184,0,0,1,5:00 a 11:59
10185,4,0,1,5:00 a 11:59
10186,0,0,1,5:00 a 11:59
10187,-2,0,1,5:00 a 11:59
10188,-1,0,1,5:00 a 11:59
10189,8,0,1,5:00 a 11:59
10190,11,0,1,5:00 a 11:59
10191,6,0,1,5:00 a 11:59
10192,4,0,1,5:00 a 11:59
10193,7,0,1,19:00 a 4:59
10194,4,0,0,5:00 a 11:59
10195,6,0,0,5:00 a 11:59
10196,-1,0,0,5:00 a 11:59
10197,0,0,0,5:00 a 11:59
10198,2,0,0,5:00 a 11:59
10199,3,0,0,19:00 a 4:59
10200,0,0,0,5:00 a 11:59
10201,7,0,1,5:00 a 11:59
10202,4,0,1,5:00 a 11:59
10203,2,0,1,5:00 a 11:59
10204,7,0,1,5:00 a 11:59
10205,5,0,1,19:00 a 4:59
10206,-2,0,1,5:00 a 11:59
10207,3,0,1,5:00 a 11:59
10208,5,0,1,5:00 a 11:59
10209,10,0,1,5:00 a 11:59
10210,6,0,1,5:00 a 11:59
10211,6,0,1,19:00 a 4:59
10212,9,0,1,5:00 a 11:59
10213,16,1,1,5:00 a 11:59
10214,9,0,1,5:00 a 11:59
10215,2,0,1,12:00 a 18:59
10216,6,0,1,12:00 a 18:59
10217,0,0,0,12:00 a 18:59
10218,2,0,0,12:00 a 18:59
10219,29,1,0,12:00 a 18:59
10220,-1,0,0,12:00 a 18:59
10221,-2,0,1,12:00 a 18:59
10222,-4,0,1,12:00 a 18:59
10223,-1,0,1,12:00 a 18:59
10224,2,0,1,12:00 a 18:59
10225,15,0,1,12:00 a 18:59
10226,-4,0,1,12:00 a 18:59
10227,-1,0,1,12:00 a 18:59
10228,1,0,1,12:00 a 18:59
10229,5,0,1,12:00 a 18:59
10230,16,1,1,12:00 a 18:59
10231,12,0,1,12:00 a 18:59
10232,21,1,1,12:00 a 18:59
10233,34,1,1,12:00 a 18:59
10234,3,0,0,12:00 a 18:59
10235,-1,0,0,12:00 a 18:59
10236,17,1,0,12:00 a 18:59
10237,10,0,0,12:00 a 18:59
10238,3,0,0,12:00 a 18:59
10239,0,0,0,12:00 a 18:59
10240,4,0,0,12:00 a 18:59
10241,1,0,0,12:00 a 18:59
10242,-1,0,0,12:00 a 18:59
10243,-1,0,1,12:00 a 18:59
10244,3,0,1,12:00 a 18:59
10245,1,0,1,12:00 a 18:59
10246,13,0,1,12:00 a 18:59
10247,9,0,1,12:00 a 18:59
10248,6,0,1,12:00 a 18:59
10249,-9,0,1,12:00 a 18:59
10250,2,0,1,12:00 a 18:59
10251,-1,0,1,12:00 a 18:59
10252,4,0,1,12:00 a 18:59
10253,4,0,1,12:00 a 18:59
10254,3,0,1,12:00 a 18:59
10255,1,0,1,12:00 a 18:59
10256,0,0,1,12:00 a 18:59
10257,7,0,1,12:00 a 18:59
10258,8,0,1,12:00 a 18:59
10259,4,0,0,12:00 a 18:59
10260,3,0,1,12:00 a 18:59
10261,5,0,1,12:00 a 18:59
10262,4,0,1,12:00 a 18:59
10263,-1,0,1,19:00 a 4:59
10264,10,0,1,19:00 a 4:59
10265,15,0,1,19:00 a 4:59
10266,0,0,0,19:00 a 4:59
10267,5,0,0,19:00 a 4:59
10268,8,0,0,19:00 a 4:59
10269,-2,0,0,19:00 a 4:59
10270,6,0,0,19:00 a 4:59
10271,10,0,0,19:00 a 4:59
10272,0,0,0,19:00 a 4:59
10273,54,1,1,19:00 a 4:59
10274,-2,0,1,19:00 a 4:59
10275,-2,0,1,19:00 a 4:59
10276,14,0,1,19:00 a 4:59
10277,7,0,1,19:00 a 4:59
10278,0,0,1,19:00 a 4:59
10279,4,0,1,19:00 a 4:59
10280,-3,0,1,19:00 a 4:59
10281,13,0,1,19:00 a 4:59
10282,2,0,1,19:00 a 4:59
10283,11,0,1,19:00 a 4:59
10284,2,0,1,19:00 a 4:59
10285,0,0,1,12:00 a 18:59
10286,0,0,1,19:00 a 4:59
10287,1,0,1,19:00 a 4:59
10288,1,0,1,19:00 a 4:59
10289,7,0,0,19:00 a 4:59
10290,2,0,0,19:00 a 4:59
10291,0,0,1,19:00 a 4:59
10292,-2,0,1,19:00 a 4:59
10293,-6,0,1,19:00 a 4:59
10294,-6,0,1,19:00 a 4:59
10295,13,0,1,19:00 a 4:59
10296,8,0,1,19:00 a 4:59
10297,25,1,0,19:00 a 4:59
10298,1,0,0,19:00 a 4:59
10299,-7,0,0,19:00 a 4:59
10300,10,0,0,19:00 a 4:59
10301,24,1,0,19:00 a 4:59
10302,25,1,0,19:00 a 4:59
10303,0,0,0,19:00 a 4:59
10304,0,0,1,19:00 a 4:59
10305,3,0,1,19:00 a 4:59
10306,28,1,1,19:00 a 4:59
10307,12,0,1,19:00 a 4:59
10308,2,0,1,19:00 a 4:59
10309,4,0,1,19:00 a 4:59
10310,1,0,1,19:00 a 4:59
10311,4,0,1,19:00 a 4:59
10312,-6,0,1,19:00 a 4:59
10313,11,0,1,19:00 a 4:59
10314,19,1,1,19:00 a 4:59
10315,35,1,1,19:00 a 4:59
10316,5,0,1,19:00 a 4:59
10317,5,0,1,19:00 a 4:59
10318,-3,0,1,19:00 a 4:59
10319,13,0,0,19:00 a 4:59
10320,1,0,0,19:00 a 4:59
10321,10,0,0,19:00 a 4:59
10322,1,0,0,19:00 a 4:59
10323,0,0,0,19:00 a 4:59
10324,0,0,0,19:00 a 4:59
10325,4,0,1,19:00 a 4:59
10326,2,0,1,19:00 a 4:59
10327,14,0,1,19:00 a 4:59
10328,5,0,1,19:00 a 4:59
10329,4,0,1,19:00 a 4:59
10330,0,0,1,19:00 a 4:59
10331,4,0,1,19:00 a 4:59
10332,0,0,1,19:00 a 4:59
10333,-1,0,1,19:00 a 4:59
10334,1,0,1,19:00 a 4:59
10335,5,0,1,19:00 a 4:59
10336,21,1,1,5:00 a 11:59
10337,1,0,1,5:00 a 11:59
10338,16,1,0,19:00 a 4:59
10339,5,0,0,5:00 a 11:59
10340,1,0,0,19:00 a 4:59
10341,0,0,0,19:00 a 4:59
10342,7,0,0,5:00 a 11:59
10343,9,0,0,5:00 a 11:59
10344,4,0,0,5:00 a 11:59
10345,-8,0,0,5:00 a 11:59
10346,7,0,1,19:00 a 4:59
10347,2,0,1,19:00 a 4:59
10348,0,0,1,5:00 a 11:59
10349,-2,0,1,5:00 a 11:59
10350,4,0,1,5:00 a 11:59
10351,7,0,1,5:00 a 11:59
10352,-3,0,1,19:00 a 4:59
10353,-3,0,1,19:00 a 4:59
10354,4,0,1,5:00 a 11:59
10355,-1,0,1,5:00 a 11:59
10356,3,0,1,5:00 a 11:59
10357,0,0,1,5:00 a 11:59
10358,11,0,1,5:00 a 11:59
10359,5,0,1,12:00 a 18:59
10360,3,0,1,19:00 a 4:59
10361,2,0,0,12:00 a 18:59
10362,5,0,0,12:00 a 18:59
10363,13,0,0,12:00 a 18:59
10364,10,0,0,12:00 a 18:59
10365,1,0,0,19:00 a 4:59
10366,14,0,0,12:00 a 18:59
10367,20,1,1,12:00 a 18:59
10368,0,0,1,12:00 a 18:59
10369,14,0,1,12:00 a 18:59
10370,0,0,1,19:00 a 4:59
10371,9,0,1,12:00 a 18:59
10372,30,1,1,12:00 a 18:59
10373,2,0,1,12:00 a 18:59
10374,1,0,1,12:00 a 18:59
10375,4,0,1,12:00 a 18:59
10376,17,1,1,12:00 a 18:59
10377,0,0,1,12:00 a 18:59
10378,5,0,1,19:00 a 4:59
10379,4,0,0,12:00 a 18:59
10380,8,0,0,19:00 a 4:59
10381,-4,0,0,19:00 a 4:59
10382,26,1,0,12:00 a 18:59
10383,0,0,0,19:00 a 4:59
10384,-1,0,1,19:00 a 4:59
10385,0,0,1,12:00 a 18:59
10386,0,0,1,19:00 a 4:59
10387,-1,0,1,19:00 a 4:59
10388,1,0,1,12:00 a 18:59
10389,6,0,1,19:00 a 4:59
10390,39,1,1,12:00 a 18:59
10391,24,1,1,19:00 a 4:59
10392,11,0,1,19:00 a 4:59
10393,7,0,0,19:00 a 4:59
10394,6,0,0,19:00 a 4:59
10395,11,0,0,19:00 a 4:59
10396,10,0,1,19:00 a 4:59
10397,5,0,1,19:00 a 4:59
10398,3,0,1,19:00 a 4:59
10399,7,0,1,19:00 a 4:59
10400,3,0,1,19:00 a 4:59
10401,2,0,1,19:00 a 4:59
10402,31,1,1,19:00 a 4:59
10403,29,1,0,12:00 a 18:59
10404,11,0,1,12:00 a 18:59
10405,3,0,1,12:00 a 18:59
10406,6,0,1,5:00 a 11:59
10407,3,0,1,5:00 a 11:59
10408,2,0,1,5:00 a 11:59
10409,1,0,0,5:00 a 11:59
10410,13,0,0,5:00 a 11:59
10411,-4,0,0,5:00 a 11:59
10412,19,1,0,5:00 a 11:59
10413,8,0,0,5:00 a 11:59
10414,21,1,0,5:00 a 11:59
10415,12,0,0,5:00 a 11:59
10416,3,0,0,5:00 a 11:59
10417,14,0,0,5:00 a 11:59
10418,8,0,1,5:00 a 11:59
10419,8,0,1,5:00 a 11:59
10420,0,0,1,5:00 a 11:59
10421,3,0,1,5:00 a 11:59
10422,6,0,1,5:00 a 11:59
10423,1,0,1,5:00 a 11:59
10424,31,1,1,5:00 a 11:59
10425,10,0,1,5:00 a 11:59
10426,10,0,1,5:00 a 11:59
10427,0,0,1,5:00 a 11:59
10428,7,0,1,5:00 a 11:59
10429,1,0,1,5:00 a 11:59
10430,3,0,1,5:00 a 11:59
10431,8,0,1,5:00 a 11:59
10432,10,0,1,5:00 a 11:59
10433,16,1,1,5:00 a 11:59
10434,25,1,1,12:00 a 18:59
10435,37,1,1,12:00 a 18:59
10436,16,1,1,12:00 a 18:59
10437,11,0,0,12:00 a 18:59
10438,7,0,0,12:00 a 18:59
10439,8,0,0,12:00 a 18:59
10440,13,0,0,12:00 a 18:59
10441,11,0,0,12:00 a 18:59
10442,12,0,0,12:00 a 18:59
10443,15,0,0,12:00 a 18:59
10444,4,0,0,12:00 a 18:59
10445,33,1,0,12:00 a 18:59
10446,0,0,1,12:00 a 18:59
10447,3,0,1,12:00 a 18:59
10448,-2,0,1,12:00 a 18:59
10449,6,0,1,12:00 a 18:59
10450,12,0,1,12:00 a 18:59
10451,1,0,1,12:00 a 18:59
10452,12,0,1,12:00 a 18:59
10453,9,0,1,12:00 a 18:59
10454,2,0,1,12:00 a 18:59
10455,12,0,1,12:00 a 18:59
10456,15,0,1,12:00 a 18:59
10457,3,0,1,12:00 a 18:59
10458,5,0,1,12:00 a 18:59
10459,17,1,1,12:00 a 18:59
10460,98,1,1,12:00 a 18:59
10461,5,0,1,12:00 a 18:59
10462,3,0,1,12:00 a 18:59
10463,2,0,1,12:00 a 18:59
10464,0,0,1,12:00 a 18:59
10465,-3,0,0,12:00 a 18:59
10466,2,0,0,12:00 a 18:59
10467,51,1,0,12:00 a 18:59
10468,6,0,0,12:00 a 18:59
10469,7,0,0,12:00 a 18:59
10470,7,0,0,12:00 a 18:59
10471,6,0,0,12:00 a 18:59
10472,3,0,0,12:00 a 18:59
10473,4,0,0,12:00 a 18:59
10474,9,0,1,12:00 a 18:59
10475,3,0,1,12:00 a 18:59
10476,-1,0,1,12:00 a 18:59
10477,-1,0,1,12:00 a 18:59
10478,11,0,1,12:00 a 18:59
10479,-6,0,1,12:00 a 18:59
10480,14,0,1,12:00 a 18:59
10481,24,1,1,12:00 a 18:59
10482,3,0,1,12:00 a 18:59
10483,1,0,1,12:00 a 18:59
10484,-2,0,1,12:00 a 18:59
10485,-4,0,1,12:00 a 18:59
10486,13,0,1,12:00 a 18:59
10487,0,0,1,12:00 a 18:59
10488,6,0,1,12:00 a 18:59
10489,6,0,1,12:00 a 18:59
10490,13,0,1,5:00 a 11:59
10491,23,1,1,5:00 a 11:59
10492,6,0,0,5:00 a 11:59
10493,14,0,0,5:00 a 11:59
10494,10,0,0,5:00 a 11:59
10495,16,1,0,5:00 a 11:59
10496,11,0,0,5:00 a 11:59
10497,12,0,0,5:00 a 11:59
10498,40,1,0,5:00 a 11:59
10499,26,1,0,5:00 a 11:59
10500,16,1,0,5:00 a 11:59
10501,10,0,1,5:00 a 11:59
10502,0,0,1,5:00 a 11:59
10503,20,1,1,5:00 a 11:59
10504,3,0,1,5:00 a 11:59
10505,4,0,1,5:00 a 11:59
10506,7,0,1,5:00 a 11:59
10507,18,1,1,5:00 a 11:59
10508,3,0,1,5:00 a 11:59
10509,17,1,1,5:00 a 11:59
10510,6,0,1,5:00 a 11:59
10511,4,0,1,5:00 a 11:59
10512,24,1,1,5:00 a 11:59
10513,7,0,1,5:00 a 11:59
10514,8,0,1,5:00 a 11:59
10515,-2,0,1,5:00 a 11:59
10516,5,0,1,5:00 a 11:59
10517,14,0,1,5:00 a 11:59
10518,11,0,1,5:00 a 11:59
10519,22,1,1,5:00 a 11:59
10520,8,0,0,5:00 a 11:59
10521,10,0,0,5:00 a 11:59
10522,1,0,0,5:00 a 11:59
10523,-2,0,0,5:00 a 11:59
10524,6,0,0,5:00 a 11:59
10525,8,0,0,5:00 a 11:59
10526,6,0,0,5:00 a 11:59
10527,8,0,0,5:00 a 11:59
10528,21,1,0,5:00 a 11:59
10529,24,1,1,5:00 a 11:59
10530,8,0,1,5:00 a 11:59
10531,8,0,1,5:00 a 11:59
10532,4,0,1,5:00 a 11:59
10533,14,0,1,5:00 a 11:59
10534,-3,0,1,5:00 a 11:59
10535,8,0,1,5:00 a 11:59
10536,-3,0,1,5:00 a 11:59
10537,7,0,1,5:00 a 11:59
10538,4,0,1,5:00 a 11:59
10539,4,0,1,5:00 a 11:59
10540,2,0,1,5:00 a 11:59
10541,-1,0,1,5:00 a 11:59
10542,15,0,1,5:00 a 11:59
10543,2,0,1,5:00 a 11:59
10544,4,0,1,5:00 a 11:59
10545,63,1,1,12:00 a 18:59
10546,25,1,1,12:00 a 18:59
10547,6,0,1,12:00 a 18:59
10548,5,0,0,12:00 a 18:59
10549,7,0,0,12:00 a 18:59
10550,7,0,0,12:00 a 18:59
10551,-4,0,0,12:00 a 18:59
10552,65,1,0,12:00 a 18:59
10553,17,1,0,12:00 a 18:59
10554,4,0,0,12:00 a 18:59
10555,2,0,0,12:00 a 18:59
10556,-4,0,0,12:00 a 18:59
10557,17,1,1,12:00 a 18:59
10558,-6,0,1,12:00 a 18:59
10559,24,1,1,12:00 a 18:59
10560,2,0,1,12:00 a 18:59
10561,9,0,1,12:00 a 18:59
10562,0,0,1,12:00 a 18:59
10563,28,1,1,12:00 a 18:59
10564,1,0,1,12:00 a 18:59
10565,13,0,1,12:00 a 18:59
10566,26,1,1,12:00 a 18:59
10567,3,0,1,12:00 a 18:59
10568,1,0,1,12:00 a 18:59
10569,2,0,1,12:00 a 18:59
10570,18,1,1,12:00 a 18:59
10571,23,1,1,12:00 a 18:59
10572,6,0,1,12:00 a 18:59
10573,43227,1,1,19:00 a 4:59
10574,38896,1,1,19:00 a 4:59
10575,43214,1,1,19:00 a 4:59
10576,-1,0,0,19:00 a 4:59
10577,43209,1,0,19:00 a 4:59
10578,1,0,0,19:00 a 4:59
10579,43227,1,0,19:00 a 4:59
10580,43227,1,0,19:00 a 4:59
10581,41856,1,0,19:00 a 4:59
10582,43216,1,0,19:00 a 4:59
10583,4,0,0,19:00 a 4:59
10584,-421908,0,0,19:00 a 4:59
10585,6,0,1,19:00 a 4:59
10586,8,0,1,19:00 a 4:59
10587,4,0,1,19:00 a 4:59
10588,20,1,1,19:00 a 4:59
10589,3,0,1,19:00 a 4:59
10590,-8,0,1,19:00 a 4:59
10591,13,0,1,19:00 a 4:59
10592,9,0,1,19:00 a 4:59
10593,17,1,1,19:00 a 4:59
10594,7,0,1,19:00 a 4:59
10595,1,0,1,19:00 a 4:59
10596,11,0,1,19:00 a 4:59
10597,3,0,1,19:00 a 4:59
10598,19,1,1,19:00 a 4:59
10599,14,0,1,19:00 a 4:59
10600,-82058,0,1,19:00 a 4:59
10601,43234,1,1,19:00 a 4:59
10602,36,1,1,19:00 a 4:59
10603,3,0,1,19:00 a 4:59
10604,7,0,1,19:00 a 4:59
10605,40,1,1,19:00 a 4:59
10606,12,0,1,19:00 a 4:59
10607,13,0,1,19:00 a 4:59
10608,4,0,1,19:00 a 4:59
10609,20,1,1,19:00 a 4:59
10610,-2,0,1,19:00 a 4:59
10611,2,0,1,19:00 a 4:59
10612,12,0,1,19:00 a 4:59
10613,13,0,1,19:00 a 4:59
10614,-4,0,1,19:00 a 4:59
10615,12,0,1,19:00 a 4:59
10616,1,0,1,19:00 a 4:59
10617,22,1,1,19:00 a 4:59
10618,9,0,1,19:00 a 4:59
10619,9,0,0,19:00 a 4:59
10620,18,1,0,19:00 a 4:59
10621,2,0,0,19:00 a 4:59
10622,2,0,0,19:00 a 4:59
10623,13,0,0,19:00 a 4:59
10624,8,0,0,19:00 a 4:59
10625,2,0,0,19:00 a 4:59
10626,2,0,0,19:00 a 4:59
10627,0,0,1,19:00 a 4:59
10628,36,1,1,19:00 a 4:59
10629,21,1,1,19:00 a 4:59
10630,0,0,1,19:00 a 4:59
10631,2,0,1,19:00 a 4:59
10632,17,1,1,19:00 a 4:59
10633,4,0,1,19:00 a 4:59
10634,0,0,1,19:00 a 4:59
10635,1,0,1,19:00 a 4:59
10636,-3,0,1,19:00 a 4:59
10637,5,0,1,19:00 a 4:59
10638,28,1,1,5:00 a 11:59
10639,1,0,0,5:00 a 11:59
10640,5,0,1,5:00 a 11:59
10641,5,0,1,5:00 a 11:59
10642,6,0,1,19:00 a 4:59
10643,2,0,1,19:00 a 4:59
10644,14,0,0,19:00 a 4:59
10645,12,0,0,19:00 a 4:59
10646,2,0,1,19:00 a 4:59
10647,1,0,1,19:00 a 4:59
10648,65,1,1,19:00 a 4:59
10649,-2,0,1,19:00 a 4:59
10650,10,0,1,19:00 a 4:59
10651,10,0,1,19:00 a 4:59
10652,16,1,1,19:00 a 4:59
10653,0,0,0,19:00 a 4:59
10654,1,0,0,19:00 a 4:59
10655,8,0,0,19:00 a 4:59
10656,13,0,0,19:00 a 4:59
10657,10,0,0,19:00 a 4:59
10658,10,0,0,19:00 a 4:59
10659,3,0,0,19:00 a 4:59
10660,2,0,0,19:00 a 4:59
10661,-1,0,0,19:00 a 4:59
10662,2,0,1,19:00 a 4:59
10663,8,0,1,19:00 a 4:59
10664,-4,0,1,19:00 a 4:59
10665,2,0,1,19:00 a 4:59
10666,0,0,1,19:00 a 4:59
10667,18,1,1,19:00 a 4:59
10668,-4,0,1,19:00 a 4:59
10669,5,0,1,19:00 a 4:59
10670,10,0,1,19:00 a 4:59
10671,4,0,1,19:00 a 4:59
10672,-3,0,1,19:00 a 4:59
10673,9,0,1,19:00 a 4:59
10674,3,0,1,19:00 a 4:59
10675,2,0,1,19:00 a 4:59
10676,-7,0,1,19:00 a 4:59
10677,8,0,1,19:00 a 4:59
10678,0,0,1,19:00 a 4:59
10679,38953,1,1,19:00 a 4:59
10680,-4,0,1,19:00 a 4:59
10681,41803,1,0,19:00 a 4:59
10682,33,1,0,19:00 a 4:59
10683,41802,1,0,19:00 a 4:59
10684,10,0,0,19:00 a 4:59
10685,-4,0,0,19:00 a 4:59
10686,8,0,0,19:00 a 4:59
10687,9,0,0,19:00 a 4:59
10688,-2,0,0,19:00 a 4:59
10689,-3,0,1,19:00 a 4:59
10690,-3,0,1,19:00 a 4:59
10691,11,0,1,19:00 a 4:59
10692,-1,0,1,19:00 a 4:59
10693,-2,0,1,19:00 a 4:59
10694,0,0,1,19:00 a 4:59
10695,5,0,1,19:00 a 4:59
10696,1,0,1,19:00 a 4:59
10697,4,0,1,19:00 a 4:59
10698,4,0,1,19:00 a 4:59
10699,-2,0,1,19:00 a 4:59
10700,12,0,1,19:00 a 4:59
10701,0,0,1,19:00 a 4:59
10702,-6,0,1,19:00 a 4:59
10703,5,0,1,19:00 a 4:59
10704,18,1,0,19:00 a 4:59
10705,-5,0,0,19:00 a 4:59
10706,0,0,1,19:00 a 4:59
10707,20,1,1,19:00 a 4:59
10708,11,0,0,19:00 a 4:59
10709,5,0,1,19:00 a 4:59
10710,7,0,1,19:00 a 4:59
10711,2,0,1,19:00 a 4:59
10712,3,0,1,19:00 a 4:59
10713,6,0,1,19:00 a 4:59
10714,0,0,0,19:00 a 4:59
10715,11,0,0,19:00 a 4:59
10716,0,0,0,19:00 a 4:59
10717,-3,0,0,19:00 a 4:59
10718,-1,0,0,19:00 a 4:59
10719,-4,0,0,19:00 a 4:59
10720,0,0,0,19:00 a 4:59
10721,0,0,0,19:00 a 4:59
10722,7,0,1,19:00 a 4:59
10723,-1,0,1,19:00 a 4:59
10724,-2,0,1,19:00 a 4:59
10725,-3,0,1,19:00 a 4:59
10726,0,0,1,19:00 a 4:59
10727,5,0,1,19:00 a 4:59
10728,11,0,1,19:00 a 4:59
10729,0,0,1,19:00 a 4:59
10730,11,0,1,19:00 a 4:59
10731,8,0,1,19:00 a 4:59
10732,-2,0,1,19:00 a 4:59
10733,10,0,1,19:00 a 4:59
10734,17,1,1,19:00 a 4:59
10735,2,0,1,19:00 a 4:59
10736,0,0,1,19:00 a 4:59
10737,135,1,1,5:00 a 11:59
10738,12,0,1,5:00 a 11:59
10739,10,0,0,5:00 a 11:59
10740,1,0,0,5:00 a 11:59
10741,10,0,0,5:00 a 11:59
10742,1,0,0,5:00 a 11:59
10743,26,1,1,5:00 a 11:59
10744,3,0,1,5:00 a 11:59
10745,-2,0,1,5:00 a 11:59
10746,12,0,1,5:00 a 11:59
10747,17,1,1,5:00 a 11:59
10748,4,0,1,5:00 a 11:59
10749,1,0,1,12:00 a 18:59
10750,6,0,0,12:00 a 18:59
10751,4,0,0,12:00 a 18:59
10752,5,0,0,12:00 a 18:59
10753,7,0,0,12:00 a 18:59
10754,10,0,0,12:00 a 18:59
10755,-4,0,1,12:00 a 18:59
10756,3,0,1,12:00 a 18:59
10757,12,0,1,12:00 a 18:59
10758,-3,0,1,12:00 a 18:59
10759,-2,0,1,12:00 a 18:59
10760,-3,0,1,12:00 a 18:59
10761,13,0,1,12:00 a 18:59
10762,16,1,1,12:00 a 18:59
10763,7,0,1,12:00 a 18:59
10764,0,0,1,12:00 a 18:59
10765,8,0,1,5:00 a 11:59
10766,11,0,0,5:00 a 11:59
10767,9,0,0,5:00 a 11:59
10768,-2,0,0,5:00 a 11:59
10769,7,0,1,5:00 a 11:59
10770,13,0,1,5:00 a 11:59
10771,9,0,1,5:00 a 11:59
10772,9,0,1,5:00 a 11:59
10773,7,0,0,5:00 a 11:59
10774,11,0,0,5:00 a 11:59
10775,26,1,1,5:00 a 11:59
10776,5,0,1,5:00 a 11:59
10777,8,0,1,5:00 a 11:59
10778,8,0,1,5:00 a 11:59
10779,12,0,1,5:00 a 11:59
10780,10,0,0,5:00 a 11:59
10781,21,1,0,5:00 a 11:59
10782,10,0,0,5:00 a 11:59
10783,17,1,0,5:00 a 11:59
10784,10,0,0,5:00 a 11:59
10785,22,1,0,5:00 a 11:59
10786,16,1,0,5:00 a 11:59
10787,4,0,0,5:00 a 11:59
10788,12,0,0,5:00 a 11:59
10789,38,1,1,5:00 a 11:59
10790,15,0,1,5:00 a 11:59
10791,5,0,1,5:00 a 11:59
10792,8,0,1,5:00 a 11:59
10793,20,1,1,5:00 a 11:59
10794,-2,0,1,5:00 a 11:59
10795,25,1,1,5:00 a 11:59
10796,7,0,1,5:00 a 11:59
10797,83,1,1,5:00 a 11:59
10798,9,0,1,5:00 a 11:59
10799,-2,0,1,5:00 a 11:59
10800,1,0,1,5:00 a 11:59
10801,-4,0,1,5:00 a 11:59
10802,3,0,1,5:00 a 11:59
10803,8,0,1,5:00 a 11:59
10804,-2,0,1,5:00 a 11:59
10805,43221,1,1,19:00 a 4:59
10806,43208,1,0,19:00 a 4:59
10807,43259,1,0,19:00 a 4:59
10808,4,0,0,19:00 a 4:59
10809,3,0,0,19:00 a 4:59
10810,16,1,1,19:00 a 4:59
10811,61,1,1,19:00 a 4:59
10812,-2,0,1,19:00 a 4:59
10813,120,1,1,19:00 a 4:59
10814,19,1,1,19:00 a 4:59
10815,10,0,1,19:00 a 4:59
10816,43218,1,1,19:00 a 4:59
10817,38902,1,1,19:00 a 4:59
10818,43256,1,1,19:00 a 4:59
10819,9,0,0,19:00 a 4:59
10820,43222,1,0,19:00 a 4:59
10821,3,0,0,19:00 a 4:59
10822,1,0,0,19:00 a 4:59
10823,43239,1,0,19:00 a 4:59
10824,11,0,0,19:00 a 4:59
10825,1,0,0,19:00 a 4:59
10826,4,0,0,19:00 a 4:59
10827,9,0,0,19:00 a 4:59
10828,-1,0,1,19:00 a 4:59
10829,5,0,1,19:00 a 4:59
10830,5,0,1,19:00 a 4:59
10831,-1,0,1,19:00 a 4:59
10832,14,0,1,19:00 a 4:59
10833,4,0,1,19:00 a 4:59
10834,0,0,1,19:00 a 4:59
10835,3,0,1,19:00 a 4:59
10836,12,0,1,19:00 a 4:59
10837,-7,0,1,19:00 a 4:59
10838,-2,0,1,19:00 a 4:59
10839,1,0,1,19:00 a 4:59
10840,20,1,1,19:00 a 4:59
10841,-14,0,1,19:00 a 4:59
10842,-82022,0,1,19:00 a 4:59
10843,8,0,1,12:00 a 18:59
